Jurisdiction,Week Ending Date,State Abbreviation,Year,Week,Age Group,Number of Deaths,Time Period,Type,Suppress,
United States,3/23/19,US,2019,12,Under 25 years,1119,2015-2019,Predicted (weighted),,
United States,3/30/19,US,2019,13,25-44 years,2679,2015-2019,Predicted (weighted),,
United States,3/30/19,US,2019,13,45-64 years,10381,2015-2019,Predicted (weighted),,
United States,3/30/19,US,2019,13,65-74 years,10907,2015-2019,Predicted (weighted),,
United States,3/30/19,US,2019,13,75-84 years,13815,2015-2019,Predicted (weighted),,
United States,3/30/19,US,2019,13,85 years and older,17835,2015-2019,Predicted (weighted),,
United States,3/30/19,US,2019,13,Under 25 years,1155,2015-2019,Predicted (weighted),,
United States,4/6/19,US,2019,14,25-44 years,2704,2015-2019,Predicted (weighted),,
United States,4/6/19,US,2019,14,45-64 years,10567,2015-2019,Predicted (weighted),,
United States,4/6/19,US,2019,14,65-74 years,10916,2015-2019,Predicted (weighted),,
United States,4/6/19,US,2019,14,75-84 years,13921,2015-2019,Predicted (weighted),,
United States,4/6/19,US,2019,14,85 years and older,17479,2015-2019,Predicted (weighted),,
United States,4/6/19,US,2019,14,Under 25 years,1123,2015-2019,Predicted (weighted),,
United States,4/13/19,US,2019,15,25-44 years,2754,2015-2019,Predicted (weighted),,
United States,4/13/19,US,2019,15,45-64 years,10297,2015-2019,Predicted (weighted),,
United States,4/13/19,US,2019,15,65-74 years,10810,2015-2019,Predicted (weighted),,
United States,4/13/19,US,2019,15,75-84 years,13557,2015-2019,Predicted (weighted),,
United States,4/13/19,US,2019,15,85 years and older,17055,2015-2019,Predicted (weighted),,
United States,4/13/19,US,2019,15,Under 25 years,1168,2015-2019,Predicted (weighted),,
United States,4/20/19,US,2019,16,25-44 years,2680,2015-2019,Predicted (weighted),,
United States,4/20/19,US,2019,16,45-64 years,10265,2015-2019,Predicted (weighted),,
United States,4/20/19,US,2019,16,65-74 years,10511,2015-2019,Predicted (weighted),,
United States,4/20/19,US,2019,16,75-84 years,13135,2015-2019,Predicted (weighted),,
United States,4/20/19,US,2019,16,85 years and older,16837,2015-2019,Predicted (weighted),,
United States,4/20/19,US,2019,16,Under 25 years,1156,2015-2019,Predicted (weighted),,
United States,4/27/19,US,2019,17,25-44 years,2684,2015-2019,Predicted (weighted),,
United States,4/27/19,US,2019,17,45-64 years,10148,2015-2019,Predicted (weighted),,
United States,4/27/19,US,2019,17,65-74 years,10533,2015-2019,Predicted (weighted),,
United States,4/27/19,US,2019,17,75-84 years,13066,2015-2019,Predicted (weighted),,
United States,4/27/19,US,2019,17,85 years and older,16229,2015-2019,Predicted (weighted),,
United States,4/27/19,US,2019,17,Under 25 years,1107,2015-2019,Predicted (weighted),,
United States,5/4/19,US,2019,18,25-44 years,2807,2015-2019,Predicted (weighted),,
United States,5/4/19,US,2019,18,45-64 years,10113,2015-2019,Predicted (weighted),,
United States,5/4/19,US,2019,18,65-74 years,10652,2015-2019,Predicted (weighted),,
United States,5/4/19,US,2019,18,75-84 years,12966,2015-2019,Predicted (weighted),,
United States,5/4/19,US,2019,18,85 years and older,16424,2015-2019,Predicted (weighted),,
United States,5/4/19,US,2019,18,Under 25 years,1156,2015-2019,Predicted (weighted),,
United States,5/11/19,US,2019,19,25-44 years,2628,2015-2019,Predicted (weighted),,
United States,5/11/19,US,2019,19,45-64 years,10277,2015-2019,Predicted (weighted),,
United States,5/11/19,US,2019,19,65-74 years,10407,2015-2019,Predicted (weighted),,
United States,5/11/19,US,2019,19,75-84 years,13133,2015-2019,Predicted (weighted),,
United States,5/11/19,US,2019,19,85 years and older,16007,2015-2019,Predicted (weighted),,
United States,5/11/19,US,2019,19,Under 25 years,1159,2015-2019,Predicted (weighted),,
United States,5/18/19,US,2019,20,25-44 years,2630,2015-2019,Predicted (weighted),,
United States,5/18/19,US,2019,20,45-64 years,10080,2015-2019,Predicted (weighted),,
United States,5/18/19,US,2019,20,65-74 years,10409,2015-2019,Predicted (weighted),,
United States,5/18/19,US,2019,20,75-84 years,12980,2015-2019,Predicted (weighted),,
United States,5/18/19,US,2019,20,85 years and older,16419,2015-2019,Predicted (weighted),,
United States,5/18/19,US,2019,20,Under 25 years,1158,2015-2019,Predicted (weighted),,
United States,5/25/19,US,2019,21,25-44 years,2700,2015-2019,Predicted (weighted),,
United States,5/25/19,US,2019,21,45-64 years,10059,2015-2019,Predicted (weighted),,
United States,5/25/19,US,2019,21,65-74 years,10549,2015-2019,Predicted (weighted),,
United States,5/25/19,US,2019,21,75-84 years,13068,2015-2019,Predicted (weighted),,
United States,5/25/19,US,2019,21,85 years and older,16275,2015-2019,Predicted (weighted),,
United States,5/25/19,US,2019,21,Under 25 years,1171,2015-2019,Predicted (weighted),,
United States,6/1/19,US,2019,22,25-44 years,2802,2015-2019,Predicted (weighted),,
United States,6/1/19,US,2019,22,45-64 years,10111,2015-2019,Predicted (weighted),,
United States,6/1/19,US,2019,22,65-74 years,10206,2015-2019,Predicted (weighted),,
United States,6/1/19,US,2019,22,75-84 years,12523,2015-2019,Predicted (weighted),,
United States,6/1/19,US,2019,22,85 years and older,15937,2015-2019,Predicted (weighted),,
United States,6/1/19,US,2019,22,Under 25 years,1277,2015-2019,Predicted (weighted),,
United States,6/8/19,US,2019,23,25-44 years,2865,2015-2019,Predicted (weighted),,
United States,6/8/19,US,2019,23,45-64 years,10274,2015-2019,Predicted (weighted),,
United States,6/8/19,US,2019,23,65-74 years,10360,2015-2019,Predicted (weighted),,
United States,6/8/19,US,2019,23,75-84 years,12644,2015-2019,Predicted (weighted),,
United States,6/8/19,US,2019,23,85 years and older,15963,2015-2019,Predicted (weighted),,
United States,6/8/19,US,2019,23,Under 25 years,1186,2015-2019,Predicted (weighted),,
United States,6/15/19,US,2019,24,25-44 years,2682,2015-2019,Predicted (weighted),,
United States,6/15/19,US,2019,24,45-64 years,9928,2015-2019,Predicted (weighted),,
United States,6/15/19,US,2019,24,65-74 years,10389,2015-2019,Predicted (weighted),,
United States,6/15/19,US,2019,24,75-84 years,12592,2015-2019,Predicted (weighted),,
United States,6/15/19,US,2019,24,85 years and older,15965,2015-2019,Predicted (weighted),,
United States,6/15/19,US,2019,24,Under 25 years,1233,2015-2019,Predicted (weighted),,
United States,6/22/19,US,2019,25,25-44 years,2786,2015-2019,Predicted (weighted),,
United States,6/22/19,US,2019,25,45-64 years,9957,2015-2019,Predicted (weighted),,
United States,6/22/19,US,2019,25,65-74 years,10315,2015-2019,Predicted (weighted),,
United States,6/22/19,US,2019,25,75-84 years,12514,2015-2019,Predicted (weighted),,
United States,6/22/19,US,2019,25,85 years and older,15675,2015-2019,Predicted (weighted),,
United States,6/22/19,US,2019,25,Under 25 years,1176,2015-2019,Predicted (weighted),,
United States,6/29/19,US,2019,26,25-44 years,2686,2015-2019,Predicted (weighted),,
United States,6/29/19,US,2019,26,45-64 years,9959,2015-2019,Predicted (weighted),,
United States,6/29/19,US,2019,26,65-74 years,10199,2015-2019,Predicted (weighted),,
United States,6/29/19,US,2019,26,75-84 years,12488,2015-2019,Predicted (weighted),,
United States,6/29/19,US,2019,26,85 years and older,15715,2015-2019,Predicted (weighted),,
United States,6/29/19,US,2019,26,Under 25 years,1269,2015-2019,Predicted (weighted),,
United States,7/6/19,US,2019,27,25-44 years,2912,2015-2019,Predicted (weighted),,
United States,7/6/19,US,2019,27,45-64 years,10241,2015-2019,Predicted (weighted),,
United States,7/6/19,US,2019,27,65-74 years,10149,2015-2019,Predicted (weighted),,
United States,7/6/19,US,2019,27,75-84 years,12409,2015-2019,Predicted (weighted),,
United States,7/6/19,US,2019,27,85 years and older,15549,2015-2019,Predicted (weighted),,
United States,7/6/19,US,2019,27,Under 25 years,1238,2015-2019,Predicted (weighted),,
United States,7/13/19,US,2019,28,25-44 years,2748,2015-2019,Predicted (weighted),,
United States,7/13/19,US,2019,28,45-64 years,10128,2015-2019,Predicted (weighted),,
United States,7/13/19,US,2019,28,65-74 years,10109,2015-2019,Predicted (weighted),,
United States,7/13/19,US,2019,28,75-84 years,12365,2015-2019,Predicted (weighted),,
United States,7/13/19,US,2019,28,85 years and older,15526,2015-2019,Predicted (weighted),,
United States,7/13/19,US,2019,28,Under 25 years,1194,2015-2019,Predicted (weighted),,
United States,7/20/19,US,2019,29,25-44 years,2750,2015-2019,Predicted (weighted),,
United States,7/20/19,US,2019,29,45-64 years,10050,2015-2019,Predicted (weighted),,
United States,7/20/19,US,2019,29,65-74 years,10198,2015-2019,Predicted (weighted),,
United States,7/20/19,US,2019,29,75-84 years,12258,2015-2019,Predicted (weighted),,
United States,7/20/19,US,2019,29,85 years and older,15355,2015-2019,Predicted (weighted),,
United States,7/20/19,US,2019,29,Under 25 years,1189,2015-2019,Predicted (weighted),,
United States,7/27/19,US,2019,30,25-44 years,2848,2015-2019,Predicted (weighted),,
United States,7/27/19,US,2019,30,45-64 years,9977,2015-2019,Predicted (weighted),,
United States,7/27/19,US,2019,30,65-74 years,10049,2015-2019,Predicted (weighted),,
United States,7/27/19,US,2019,30,75-84 years,12312,2015-2019,Predicted (weighted),,
United States,7/27/19,US,2019,30,85 years and older,15385,2015-2019,Predicted (weighted),,
United States,7/27/19,US,2019,30,Under 25 years,1229,2015-2019,Predicted (weighted),,
United States,8/3/19,US,2019,31,25-44 years,2767,2015-2019,Predicted (weighted),,
United States,8/3/19,US,2019,31,45-64 years,9810,2015-2019,Predicted (weighted),,51542
United States,8/3/19,US,2019,31,65-74 years,10097,2015-2019,Predicted (weighted),,
United States,8/3/19,US,2019,31,75-84 years,12307,2015-2019,Predicted (weighted),,
United States,8/3/19,US,2019,31,85 years and older,15423,2015-2019,Predicted (weighted),,
United States,8/3/19,US,2019,31,Under 25 years,1138,2015-2019,Predicted (weighted),,
United States,8/10/19,US,2019,32,25-44 years,2901,2015-2019,Predicted (weighted),,
United States,8/10/19,US,2019,32,45-64 years,9885,2015-2019,Predicted (weighted),,
United States,8/10/19,US,2019,32,65-74 years,10066,2015-2019,Predicted (weighted),,
United States,8/10/19,US,2019,32,75-84 years,12305,2015-2019,Predicted (weighted),,
United States,8/10/19,US,2019,32,85 years and older,15540,2015-2019,Predicted (weighted),,
United States,8/10/19,US,2019,32,Under 25 years,1152,2015-2019,Predicted (weighted),,
United States,8/17/19,US,2019,33,25-44 years,2786,2015-2019,Predicted (weighted),,
United States,8/17/19,US,2019,33,45-64 years,9648,2015-2019,Predicted (weighted),,
United States,8/17/19,US,2019,33,65-74 years,10174,2015-2019,Predicted (weighted),,
United States,8/17/19,US,2019,33,75-84 years,12123,2015-2019,Predicted (weighted),,
United States,8/17/19,US,2019,33,85 years and older,15248,2015-2019,Predicted (weighted),,
United States,8/17/19,US,2019,33,Under 25 years,1142,2015-2019,Predicted (weighted),,
United States,8/24/19,US,2019,34,25-44 years,2784,2015-2019,Predicted (weighted),,
United States,8/24/19,US,2019,34,45-64 years,9764,2015-2019,Predicted (weighted),,
United States,8/24/19,US,2019,34,65-74 years,10007,2015-2019,Predicted (weighted),,
United States,8/24/19,US,2019,34,75-84 years,12227,2015-2019,Predicted (weighted),,
United States,8/24/19,US,2019,34,85 years and older,15201,2015-2019,Predicted (weighted),,
United States,8/24/19,US,2019,34,Under 25 years,1158,2015-2019,Predicted (weighted),,
United States,8/31/19,US,2019,35,25-44 years,2729,2015-2019,Predicted (weighted),,
United States,8/31/19,US,2019,35,45-64 years,9835,2015-2019,Predicted (weighted),,
United States,8/31/19,US,2019,35,65-74 years,10165,2015-2019,Predicted (weighted),,
United States,8/31/19,US,2019,35,75-84 years,12296,2015-2019,Predicted (weighted),,
United States,8/31/19,US,2019,35,85 years and older,15110,2015-2019,Predicted (weighted),,
United States,8/31/19,US,2019,35,Under 25 years,1156,2015-2019,Predicted (weighted),,
United States,9/7/19,US,2019,36,25-44 years,2905,2015-2019,Predicted (weighted),,
United States,9/7/19,US,2019,36,45-64 years,10007,2015-2019,Predicted (weighted),,
United States,9/7/19,US,2019,36,65-74 years,9970,2015-2019,Predicted (weighted),,
United States,9/7/19,US,2019,36,75-84 years,12362,2015-2019,Predicted (weighted),,
United States,9/7/19,US,2019,36,85 years and older,15515,2015-2019,Predicted (weighted),,
United States,9/7/19,US,2019,36,Under 25 years,1194,2015-2019,Predicted (weighted),,
United States,9/14/19,US,2019,37,25-44 years,2639,2015-2019,Predicted (weighted),,
United States,9/14/19,US,2019,37,45-64 years,9758,2015-2019,Predicted (weighted),,
United States,9/14/19,US,2019,37,65-74 years,10145,2015-2019,Predicted (weighted),,
United States,9/14/19,US,2019,37,75-84 years,12495,2015-2019,Predicted (weighted),,
United States,9/14/19,US,2019,37,85 years and older,15564,2015-2019,Predicted (weighted),,
United States,9/14/19,US,2019,37,Under 25 years,1140,2015-2019,Predicted (weighted),,
United States,9/21/19,US,2019,38,25-44 years,2662,2015-2019,Predicted (weighted),,
United States,9/21/19,US,2019,38,45-64 years,9799,2015-2019,Predicted (weighted),,
United States,9/21/19,US,2019,38,65-74 years,9984,2015-2019,Predicted (weighted),,
United States,9/21/19,US,2019,38,75-84 years,12393,2015-2019,Predicted (weighted),,
United States,9/21/19,US,2019,38,85 years and older,15850,2015-2019,Predicted (weighted),,
United States,9/21/19,US,2019,38,Under 25 years,1217,2015-2019,Predicted (weighted),,
United States,9/28/19,US,2019,39,25-44 years,2805,2015-2019,Predicted (weighted),,
United States,9/28/19,US,2019,39,45-64 years,9950,2015-2019,Predicted (weighted),,
United States,9/28/19,US,2019,39,65-74 years,10437,2015-2019,Predicted (weighted),,
United States,9/28/19,US,2019,39,75-84 years,12692,2015-2019,Predicted (weighted),,
United States,9/28/19,US,2019,39,85 years and older,15904,2015-2019,Predicted (weighted),,
United States,9/28/19,US,2019,39,Under 25 years,1091,2015-2019,Predicted (weighted),,
United States,10/5/19,US,2019,40,25-44 years,2800,2015-2019,Predicted (weighted),,2657144
United States,10/5/19,US,2019,40,45-64 years,9993,2015-2019,Predicted (weighted),,
United States,10/5/19,US,2019,40,65-74 years,10200,2015-2019,Predicted (weighted),,
United States,10/5/19,US,2019,40,75-84 years,12608,2015-2019,Predicted (weighted),,
United States,10/5/19,US,2019,40,85 years and older,15955,2015-2019,Predicted (weighted),,
United States,10/5/19,US,2019,40,Under 25 years,1124,2015-2019,Predicted (weighted),,233186
United States,10/12/19,US,2019,41,25-44 years,2661,2015-2019,Predicted (weighted),,
United States,10/12/19,US,2019,41,45-64 years,9938,2015-2019,Predicted (weighted),,
United States,10/12/19,US,2019,41,65-74 years,10405,2015-2019,Predicted (weighted),,
United States,10/12/19,US,2019,41,75-84 years,12820,2015-2019,Predicted (weighted),,
United States,10/12/19,US,2019,41,85 years and older,16259,2015-2019,Predicted (weighted),,
United States,10/12/19,US,2019,41,Under 25 years,1134,2015-2019,Predicted (weighted),,
United States,10/19/19,US,2019,42,25-44 years,2760,2015-2019,Predicted (weighted),,
United States,10/19/19,US,2019,42,45-64 years,10126,2015-2019,Predicted (weighted),,
United States,10/19/19,US,2019,42,65-74 years,10706,2015-2019,Predicted (weighted),,
United States,10/19/19,US,2019,42,75-84 years,12980,2015-2019,Predicted (weighted),,
United States,10/19/19,US,2019,42,85 years and older,16704,2015-2019,Predicted (weighted),,
United States,10/19/19,US,2019,42,Under 25 years,1159,2015-2019,Predicted (weighted),,
United States,10/26/19,US,2019,43,25-44 years,2716,2015-2019,Predicted (weighted),,
United States,10/26/19,US,2019,43,45-64 years,9935,2015-2019,Predicted (weighted),,
United States,10/26/19,US,2019,43,65-74 years,10621,2015-2019,Predicted (weighted),,
United States,10/26/19,US,2019,43,75-84 years,13203,2015-2019,Predicted (weighted),,
United States,10/26/19,US,2019,43,85 years and older,16545,2015-2019,Predicted (weighted),,
United States,10/26/19,US,2019,43,Under 25 years,1134,2015-2019,Predicted (weighted),,
United States,11/2/19,US,2019,44,25-44 years,2866,2015-2019,Predicted (weighted),,
United States,11/2/19,US,2019,44,45-64 years,10024,2015-2019,Predicted (weighted),,
United States,11/2/19,US,2019,44,65-74 years,10468,2015-2019,Predicted (weighted),,
United States,11/2/19,US,2019,44,75-84 years,13228,2015-2019,Predicted (weighted),,
United States,11/2/19,US,2019,44,85 years and older,16520,2015-2019,Predicted (weighted),,
United States,11/2/19,US,2019,44,Under 25 years,1100,2015-2019,Predicted (weighted),,
United States,11/9/19,US,2019,45,25-44 years,2797,2015-2019,Predicted (weighted),,
United States,11/9/19,US,2019,45,45-64 years,10514,2015-2019,Predicted (weighted),,
United States,11/9/19,US,2019,45,65-74 years,11026,2015-2019,Predicted (weighted),,
United States,11/9/19,US,2019,45,75-84 years,13237,2015-2019,Predicted (weighted),,
United States,11/9/19,US,2019,45,85 years and older,17097,2015-2019,Predicted (weighted),,
United States,11/9/19,US,2019,45,Under 25 years,1130,2015-2019,Predicted (weighted),,
United States,11/16/19,US,2019,46,25-44 years,2728,2015-2019,Predicted (weighted),,
United States,11/16/19,US,2019,46,45-64 years,10394,2015-2019,Predicted (weighted),,
United States,11/16/19,US,2019,46,65-74 years,10906,2015-2019,Predicted (weighted),,
United States,11/16/19,US,2019,46,75-84 years,13534,2015-2019,Predicted (weighted),,
United States,11/16/19,US,2019,46,85 years and older,17252,2015-2019,Predicted (weighted),,
United States,11/16/19,US,2019,46,Under 25 years,1216,2015-2019,Predicted (weighted),,
United States,11/23/19,US,2019,47,25-44 years,2754,2015-2019,Predicted (weighted),,
United States,11/23/19,US,2019,47,45-64 years,10349,2015-2019,Predicted (weighted),,
United States,11/23/19,US,2019,47,65-74 years,11164,2015-2019,Predicted (weighted),,
United States,11/23/19,US,2019,47,75-84 years,13646,2015-2019,Predicted (weighted),,
United States,11/23/19,US,2019,47,85 years and older,17292,2015-2019,Predicted (weighted),,
United States,11/23/19,US,2019,47,Under 25 years,1121,2015-2019,Predicted (weighted),,
United States,11/30/19,US,2019,48,25-44 years,2736,2015-2019,Predicted (weighted),,
United States,11/30/19,US,2019,48,45-64 years,10273,2015-2019,Predicted (weighted),,
United States,11/30/19,US,2019,48,65-74 years,10763,2015-2019,Predicted (weighted),,
United States,11/30/19,US,2019,48,75-84 years,13522,2015-2019,Predicted (weighted),,
United States,11/30/19,US,2019,48,85 years and older,17151,2015-2019,Predicted (weighted),,
United States,11/30/19,US,2019,48,Under 25 years,1146,2015-2019,Predicted (weighted),,
United States,12/7/19,US,2019,49,25-44 years,2839,2015-2019,Predicted (weighted),,
United States,12/7/19,US,2019,49,45-64 years,10716,2015-2019,Predicted (weighted),,
United States,12/7/19,US,2019,49,65-74 years,11091,2015-2019,Predicted (weighted),,
United States,12/7/19,US,2019,49,75-84 years,14029,2015-2019,Predicted (weighted),,
United States,12/7/19,US,2019,49,85 years and older,17560,2015-2019,Predicted (weighted),,
United States,12/7/19,US,2019,49,Under 25 years,1180,2015-2019,Predicted (weighted),,
United States,12/14/19,US,2019,50,25-44 years,2830,2015-2019,Predicted (weighted),,
United States,12/14/19,US,2019,50,45-64 years,10629,2015-2019,Predicted (weighted),,
United States,12/14/19,US,2019,50,65-74 years,11021,2015-2019,Predicted (weighted),,
United States,12/14/19,US,2019,50,75-84 years,14023,2015-2019,Predicted (weighted),,
United States,12/14/19,US,2019,50,85 years and older,18129,2015-2019,Predicted (weighted),,
United States,12/14/19,US,2019,50,Under 25 years,1157,2015-2019,Predicted (weighted),,
United States,12/21/19,US,2019,51,25-44 years,2791,2015-2019,Predicted (weighted),,
United States,12/21/19,US,2019,51,45-64 years,10507,2015-2019,Predicted (weighted),,
United States,12/21/19,US,2019,51,65-74 years,11206,2015-2019,Predicted (weighted),,
United States,12/21/19,US,2019,51,75-84 years,14069,2015-2019,Predicted (weighted),,
United States,12/21/19,US,2019,51,85 years and older,17824,2015-2019,Predicted (weighted),,
United States,12/21/19,US,2019,51,Under 25 years,1178,2015-2019,Predicted (weighted),,
United States,12/28/19,US,2019,52,25-44 years,2926,2015-2019,Predicted (weighted),,
United States,12/28/19,US,2019,52,45-64 years,10750,2015-2019,Predicted (weighted),,
United States,12/28/19,US,2019,52,65-74 years,11294,2015-2019,Predicted (weighted),,
United States,12/28/19,US,2019,52,75-84 years,14162,2015-2019,Predicted (weighted),,
United States,12/28/19,US,2019,52,85 years and older,18284,2015-2019,Predicted (weighted),,
United States,12/28/19,US,2019,52,Under 25 years,1199,2015-2019,Predicted (weighted),,
United States,1/4/20,US,2020,1,25-44 years,3028,2020,Predicted (weighted),,
United States,1/4/20,US,2020,1,45-64 years,11204,2020,Predicted (weighted),,
United States,1/4/20,US,2020,1,65-74 years,11780,2020,Predicted (weighted),,
United States,1/4/20,US,2020,1,75-84 years,14535,2020,Predicted (weighted),,
United States,1/4/20,US,2020,1,85 years and older,18379,2020,Predicted (weighted),,
United States,1/4/20,US,2020,1,Under 25 years,1178,2020,Predicted (weighted),,
United States,1/11/20,US,2020,2,25-44 years,2913,2020,Predicted (weighted),,
United States,1/11/20,US,2020,2,45-64 years,11112,2020,Predicted (weighted),,
United States,1/11/20,US,2020,2,65-74 years,12080,2020,Predicted (weighted),,
United States,1/11/20,US,2020,2,75-84 years,14711,2020,Predicted (weighted),,
United States,1/11/20,US,2020,2,85 years and older,18687,2020,Predicted (weighted),,
United States,1/11/20,US,2020,2,Under 25 years,1157,2020,Predicted (weighted),,
United States,1/18/20,US,2020,3,25-44 years,2859,2020,Predicted (weighted),,
United States,1/18/20,US,2020,3,45-64 years,10938,2020,Predicted (weighted),,
United States,1/18/20,US,2020,3,65-74 years,11741,2020,Predicted (weighted),,
United States,1/18/20,US,2020,3,75-84 years,14241,2020,Predicted (weighted),,
United States,1/18/20,US,2020,3,85 years and older,18325,2020,Predicted (weighted),,
United States,1/18/20,US,2020,3,Under 25 years,1173,2020,Predicted (weighted),,
United States,1/25/20,US,2020,4,25-44 years,2846,2020,Predicted (weighted),,
United States,1/25/20,US,2020,4,45-64 years,10858,2020,Predicted (weighted),,
United States,1/25/20,US,2020,4,65-74 years,11764,2020,Predicted (weighted),,
United States,1/25/20,US,2020,4,75-84 years,14366,2020,Predicted (weighted),,
United States,1/25/20,US,2020,4,85 years and older,18046,2020,Predicted (weighted),,
United States,1/25/20,US,2020,4,Under 25 years,1152,2020,Predicted (weighted),,
United States,2/1/20,US,2020,5,25-44 years,2794,2020,Predicted (weighted),,
United States,2/1/20,US,2020,5,45-64 years,10785,2020,Predicted (weighted),,
United States,2/1/20,US,2020,5,65-74 years,11655,2020,Predicted (weighted),,
United States,2/1/20,US,2020,5,75-84 years,14107,2020,Predicted (weighted),,
United States,2/1/20,US,2020,5,85 years and older,18180,2020,Predicted (weighted),,
United States,2/1/20,US,2020,5,Under 25 years,1135,2020,Predicted (weighted),,
United States,2/8/20,US,2020,6,25-44 years,2844,2020,Predicted (weighted),,
United States,2/8/20,US,2020,6,45-64 years,11042,2020,Predicted (weighted),,
United States,2/8/20,US,2020,6,65-74 years,11599,2020,Predicted (weighted),,
United States,2/8/20,US,2020,6,75-84 years,14398,2020,Predicted (weighted),,
United States,2/8/20,US,2020,6,85 years and older,18168,2020,Predicted (weighted),,
United States,2/8/20,US,2020,6,Under 25 years,1219,2020,Predicted (weighted),,
United States,2/15/20,US,2020,7,25-44 years,2844,2020,Predicted (weighted),,
United States,2/15/20,US,2020,7,45-64 years,10803,2020,Predicted (weighted),,
United States,2/15/20,US,2020,7,65-74 years,11589,2020,Predicted (weighted),,
United States,2/15/20,US,2020,7,75-84 years,14338,2020,Predicted (weighted),,
United States,2/15/20,US,2020,7,85 years and older,17918,2020,Predicted (weighted),,
United States,2/15/20,US,2020,7,Under 25 years,1139,2020,Predicted (weighted),,
United States,2/22/20,US,2020,8,25-44 years,2914,2020,Predicted (weighted),,
United States,2/22/20,US,2020,8,45-64 years,10882,2020,Predicted (weighted),,
United States,2/22/20,US,2020,8,65-74 years,11618,2020,Predicted (weighted),,
United States,2/22/20,US,2020,8,75-84 years,14388,2020,Predicted (weighted),,
United States,2/22/20,US,2020,8,85 years and older,18162,2020,Predicted (weighted),,
United States,2/22/20,US,2020,8,Under 25 years,1080,2020,Predicted (weighted),,
United States,2/29/20,US,2020,9,25-44 years,2926,2020,Predicted (weighted),,
United States,2/29/20,US,2020,9,45-64 years,11011,2020,Predicted (weighted),,
United States,2/29/20,US,2020,9,65-74 years,11744,2020,Predicted (weighted),,
United States,2/29/20,US,2020,9,75-84 years,14481,2020,Predicted (weighted),,
United States,2/29/20,US,2020,9,85 years and older,18109,2020,Predicted (weighted),,
United States,2/29/20,US,2020,9,Under 25 years,1178,2020,Predicted (weighted),,
United States,3/7/20,US,2020,10,25-44 years,3021,2020,Predicted (weighted),,
United States,3/7/20,US,2020,10,45-64 years,11043,2020,Predicted (weighted),,
United States,3/7/20,US,2020,10,65-74 years,11810,2020,Predicted (weighted),,
United States,3/7/20,US,2020,10,75-84 years,14578,2020,Predicted (weighted),,
United States,3/7/20,US,2020,10,85 years and older,18134,2020,Predicted (weighted),,
United States,3/7/20,US,2020,10,Under 25 years,1104,2020,Predicted (weighted),,
United States,3/14/20,US,2020,11,25-44 years,2904,2020,Predicted (weighted),,
United States,3/14/20,US,2020,11,45-64 years,10709,2020,Predicted (weighted),,
United States,3/14/20,US,2020,11,65-74 years,11677,2020,Predicted (weighted),,
United States,3/14/20,US,2020,11,75-84 years,14145,2020,Predicted (weighted),,
United States,3/14/20,US,2020,11,85 years and older,17814,2020,Predicted (weighted),,
United States,3/14/20,US,2020,11,Under 25 years,1140,2020,Predicted (weighted),,
United States,3/21/20,US,2020,12,25-44 years,3017,2020,Predicted (weighted),,
United States,3/21/20,US,2020,12,45-64 years,10889,2020,Predicted (weighted),,
United States,3/21/20,US,2020,12,65-74 years,11784,2020,Predicted (weighted),,
United States,3/21/20,US,2020,12,75-84 years,14599,2020,Predicted (weighted),,
United States,3/21/20,US,2020,12,85 years and older,17663,2020,Predicted (weighted),,
United States,3/21/20,US,2020,12,Under 25 years,1148,2020,Predicted (weighted),,
United States,3/28/20,US,2020,13,25-44 years,3157,2020,Predicted (weighted),,
United States,3/28/20,US,2020,13,45-64 years,11580,2020,Predicted (weighted),,
United States,3/28/20,US,2020,13,65-74 years,12260,2020,Predicted (weighted),,
United States,3/28/20,US,2020,13,75-84 years,15613,2020,Predicted (weighted),,
United States,3/28/20,US,2020,13,85 years and older,19400,2020,Predicted (weighted),,
United States,3/28/20,US,2020,13,Under 25 years,1125,2020,Predicted (weighted),,
United States,4/4/20,US,2020,14,25-44 years,3442,2020,Predicted (weighted),,
United States,4/4/20,US,2020,14,45-64 years,13619,2020,Predicted (weighted),,
United States,4/4/20,US,2020,14,65-74 years,14456,2020,Predicted (weighted),,
United States,4/4/20,US,2020,14,75-84 years,17841,2020,Predicted (weighted),,
United States,4/4/20,US,2020,14,85 years and older,22062,2020,Predicted (weighted),,
United States,4/4/20,US,2020,14,Under 25 years,1106,2020,Predicted (weighted),,
United States,4/11/20,US,2020,15,25-44 years,3669,2020,Predicted (weighted),,
United States,4/11/20,US,2020,15,45-64 years,14436,2020,Predicted (weighted),,
United States,4/11/20,US,2020,15,65-74 years,15914,2020,Predicted (weighted),,
United States,4/11/20,US,2020,15,75-84 years,19579,2020,Predicted (weighted),,
United States,4/11/20,US,2020,15,85 years and older,24596,2020,Predicted (weighted),,
United States,4/11/20,US,2020,15,Under 25 years,1221,2020,Predicted (weighted),,
United States,4/18/20,US,2020,16,25-44 years,3448,2020,Predicted (weighted),,
United States,4/18/20,US,2020,16,45-64 years,13657,2020,Predicted (weighted),,
United States,4/18/20,US,2020,16,65-74 years,15105,2020,Predicted (weighted),,
United States,4/18/20,US,2020,16,75-84 years,19046,2020,Predicted (weighted),,
United States,4/18/20,US,2020,16,85 years and older,24863,2020,Predicted (weighted),,
United States,4/18/20,US,2020,16,Under 25 years,1088,2020,Predicted (weighted),,
